['', 'Comic-book Title', 'Issue', 'Price', 'Publisher', 'Est. preorders']
['1', 'Uncanny X-Men', '378', '$1.99', 'Marvel', '113,703']
['2', 'X-Men', '98', '$1.99', 'Marvel', '109,676']
['3', 'Wolverine', '148', '$1.99', 'Marvel', '87,852']
['4', 'JLA', '39', '$1.99', 'DC', '78,273']
['5', 'Avengers', '26', '$1.99', 'Marvel', '76,535']
['6', 'Spawn', '94', '$1.95', 'Image', '73,517']
['7', 'Soul Saga', '1', '$2.50', 'Image', '66,273']
['8', 'Earth X', '11 (Res)', '$2.99', 'Marvel', '64,789']
['9', 'Tomb Raider', '3', '$2.50', 'Image', '63,902']
['10', 'X-Men Unlimited', '26', '$2.99', 'Marvel', '62,097']
['11', 'Fantastic Four', '27', '$1.99', 'Marvel', '58,575']
['12', 'Cable', '77', '$1.99', 'Marvel', '57,214']
['13', 'Amazing Spider-Man', '15', '$1.99', 'Marvel', '56,413']
['14', 'Thor', '21', '$1.99', 'Marvel', '55,965']
['15', 'Peter Parker Spider-Man', '15', '$1.99', 'Marvel', '54,318']
['16', 'Iron Man', '26', '$1.99', 'Marvel', '52,590']
['17', 'Batman Gotham Knights', '1', '$2.50', 'DC', '51,264']
['18', 'Batman', '575', '$1.99', 'DC', '50,979']
['19', 'Captain America', '27', '$1.99', 'Marvel', '50,943']
['20', 'Batman Dark Victory', '4', '$2.95', 'DC', '50,795']
['21', 'X-Men Children of the Atom', '4 (Res)', '$2.99', 'Marvel', '49,001']
['22', 'Detective Comics', '742', '$2.50', 'DC', '48,822']
['23', 'Mutant X', '17 (Res)', '$1.99', 'Marvel', '48,726']
['24', 'Rising Stars', '5', '$2.50', 'Image', '47,528']
['25', 'X-Force', '100', '$2.99', 'Marvel', '46,671']
['26', 'JSA', '8', '$2.50', 'DC', '45,590']
['27', 'Fathom', '0', '$2.50', 'Image', '45,055']
['28', 'X-Men The Hidden Years', '4', '$2.50', 'Marvel', '44,051']
['29', 'Nightwing', '41', '$1.99', 'DC', '43,087']
['30', 'Incredible Hulk', '12', '$2.99', 'Marvel', '42,287']
['31', 'Witchblade', '37', '$2.50', 'Image', '42,144']
['32', 'Batman Legends of the Dark Knight', '127', '$1.99', 'DC', '41,675']
['33', 'Generation X', '61', '$1.99', 'Marvel', '41,599']
['34', 'Green Lantern', '122', '$1.99', 'DC', '41,033']
['35', 'Flash', '158', '$1.99', 'DC', '40,931']
['36', 'Astro City Vol. 2', '21', '$2.50', 'DC', '40,645']
['37', 'Thor 2000', '', '$3.50', 'Marvel', '40,549']
['38', 'Crimson', '16', '$2.50', 'DC', '40,334']
['39', 'Superman', '154', '$1.99', 'DC', '40,258']
['40', 'Darkness', '29', '$2.50', 'Image', '40,238']
['41', 'Gatecrasher', '1', '$2.50', 'Wizard', '40,003']
['42', 'Preacher', '59', '$2.50', 'DC', '39,509']
['43', 'Wildcats Vol. 2', '7', '$2.50', 'DC', '39,274']
['44', 'Gambit', '14', '$1.99', 'Marvel', '38,978']
['45', 'Thunderbolts', '36', '$1.99', 'Marvel', '38,260']
['46', 'Action Comics', '763', '$1.99', 'DC', '38,163']
['47', 'Sin City Hell And Back', '7', '$2.95', 'Dark Horse', '37,490']
['48', 'Adventures Of Superman', '576', '$1.99', 'DC', '37,454']
['49', 'Superman The Man Of Steel', '98', '$1.99', 'DC', '37,255']
['50', 'Warlands', '6', '$2.50', 'Image', '37,057']
['51', 'X-Men Hellfire Club', '3', '$2.50', 'Marvel', '36,389']
['52', 'X-Man', '61', '$1.99', 'Marvel', '36,047']
['53', 'Titans', '13', '$2.50', 'DC', '35,466']
['54', 'Tom Strong', '7', '$2.95', 'DC', '35,206']
['55', 'Marvel The Lost Generation', '1', '$2.99', 'Marvel', '34,936']
['56', 'Spider-Girl', '18', '$1.99', 'Marvel', '34,844']
['57', 'Flash & Green Lantern The\nBrave & The Bold', '6', '$2.50', 'DC', '33,723']
['58', 'Spawn The Undead', '8', '$2.25', 'Image', '33,656']
['59', 'Robin', '74', '$1.99', 'DC', '33,254']
['60', 'Spawn The Dark Ages', '11', '$2.50', 'Image', '33,106']
