['\n', 'Comic-book\nTitle', 'Issue', 'Price', 'Publisher', 'Est. sales']
['1', 'Batman', '25', '$4.99', 'DC', '125,602']
['2', 'Harley Quinn', '0', '$2.99', 'DC', '114,212']
['3', 'Amazing X-Men', '1', '$3.99', 'Marvel', '112,337']
['4', 'Superman Unchained', '4', '$3.99', 'DC', '110,611']
['5', 'Forever Evil', '3', '$3.99', 'DC', '105,755']
['6', 'Infinity', '6', '$5.99', 'Marvel', '100,292']
['7', 'All New X-Men', '18', '$3.99', 'Marvel', '82,365']
['8', 'Superior Spider-Man', '22', '$3.99', 'Marvel', '81,250']
['9', 'Batman Superman', '5', '$3.99', 'DC', '77,198']
['10', 'Superior Spider-Man', '21', '$3.99', 'Marvel', '74,940']
['11', 'All New X-Men', '19', '$3.99', 'Marvel', '71,044']
['12', 'Justice League of America', '9', '$3.99', 'DC', '71,008']
['13', 'Walking Dead', '116', '$2.99', 'Image', '69,913']
['14', 'Walking Dead', '117', '$2.99', 'Image', '68,818']
['15', 'Avengers', '23', '$3.99', 'Marvel', '66,501']
['16', 'Uncanny X-Men', '14', '$3.99', 'Marvel', '65,655']
['17', 'Detective Comics', '25', '$3.99', 'DC', '64,392']
['18', 'Superior Spider-Man Annual', '1', '$4.99', 'Marvel', '63,595']
['19', 'Uncanny Avengers', '14', '$3.99', 'Marvel', '60,750']
['20', 'Superman Wonder Woman', '2', '$3.99', 'DC', '60,185']
['21', 'Unity', '1*', '$3.99', 'Valiant', '60,003']
['22', 'New Avengers', '12', '$3.99', 'Marvel', '58,807']
['23', 'X-Men', '7', '$3.99', 'Marvel', '56,968']
['24', 'Saga', '16', '$2.99', 'Image', '54,593']
['25', 'Green Lantern', '25', '$2.99', 'DC', '54,322']
['26', 'Batman And Two Face', '25', '$2.99', 'DC', '53,374']
['27', 'Damian Son of Batman', '2', '$3.99', 'DC', '51,840']
['28', 'The Star Wars (Lucas Draft)', '3', '$3.99', 'Dark Horse', '50,346']
['29', 'Action Comics', '25', '$3.99', 'DC', '46,550']
['30', 'Deadpool', '19', '$2.99', 'Marvel', '44,184']
['31', 'Forever Evil Arkham War', '2', '$2.99', 'DC', '44,133']
