['\n', 'Comic-book\nTitle', 'Issue', 'Price', 'Publisher', 'Est. sales']
['53', 'Mighty Thor', '12', '$3.99', 'Marvel', '33,967']
['54', 'Walking Dead', '95', '$2.99', 'Image', '33,916']
['55', 'Supergirl', '7*', '$2.99', 'DC', '33,337']
['56', 'Animal Man', '7*', '$2.99', 'DC', '33,174']
['57', 'Scarlet Spider', '3', '$2.99', 'Marvel', '32,616']
['58', 'Justice League Dark', '7*', '$2.99', 'DC', '32,480']
['59', 'Ultimate Comics Ultimates', '8', '$3.99', 'Marvel', '32,222']
['60', 'Fairest', '1', '$2.99', 'DC', '31,769']
['61', 'Justice League International', '7*', '$2.99', 'DC', '31,747']
['62', 'Wolverine And X-Men Alpha And Omega', '3', '$3.99', 'Marvel', '31,456']
['63', 'Invincible Iron Man', '514', '$3.99', 'Marvel', '31,424']
['64', 'Ultimate Comics X-Men', '9', '$3.99', 'Marvel', '30,080']
['65', 'Defenders', '4', '$3.99', 'Marvel', '29,789']
['66', 'Superboy', '7*', '$2.99', 'DC', '29,745']
['67', 'Suicide Squad', '7*', '$2.99', 'DC', '29,617']
['68', 'Avengers Childrens Crusade', '9', '$3.99', 'Marvel', '29,509']
['69', 'Venom', '14', '$2.99', 'Marvel', '28,926']
['70', 'Buffy the Vampire Slayer Season 9 Freefall', '7', '$2.99', 'Dark Horse', '28,908']
['71', 'Carnage USA', '4', '$3.99', 'Marvel', '28,707']
['72', 'Deadpool', '52', '$2.99', 'Marvel', '27,990']
['73', 'Birds of Prey', '7*', '$2.99', 'DC', '26,276']
['74', 'Green Arrow', '7*', '$2.99', 'DC', '26,104']
['75', 'Captain America And Bucky', '628', '$2.99', 'Marvel', '24,881']
['76', 'Stormwatch', '7', '$2.99', 'DC', '24,384']
['77', 'X-Factor', '233', '$2.99', 'Marvel', '23,840']
['78', 'Fear Itself Fearless', '10', '$2.99', 'Marvel', '23,629']
['79', 'Batman Beyond Unlimited', '2', '$3.99', 'DC', '23,570']
['80', 'Fear Itself Fearless', '11', '$2.99', 'Marvel', '23,211']
['81', 'All Star Western', '7*', '$3.99', 'DC', '22,814']
['82', 'Punisher', '9', '$2.99', 'Marvel', '22,318']
['83', 'Avengers Academy', '27', '$2.99', 'Marvel', '21,830']
['84', 'Huntress', '6', '$2.99', 'DC', '21,678']
['85', 'Journey Into Mystery', '635', '$2.99', 'Marvel', '21,617']
['86', 'Moon Knight', '11', '$3.99', 'Marvel', '21,581']
['87', 'Hulk', '49', '$2.99', 'Marvel', '21,510']
['88', 'New Mutants', '39', '$2.99', 'Marvel', '21,508']
['89', 'Fatale', '3*', '$3.50', 'Image', '20,222']
['90', 'X-23', '21', '$2.99', 'Marvel', '20,123']
['91', 'Magic The Gathering', '3', '$3.99', 'IDW', '20,078']
['92', 'Marvels Avengers Prelude Furys Big Week', '1', '$2.99', 'Marvel', '19,829']
['93', 'Demon Knights', '7*', '$2.99', 'DC', '19,800']
['94', 'Legion of Super Heroes', '7*', '$2.99', 'DC', '19,705']
['95', 'Thunderbolts', '171', '$2.99', 'Marvel', '19,073']
['96', 'Secret Avengers', '24', '$3.99', 'Marvel', '18,965']
['97', 'Batwing', '7*', '$2.99', 'DC', '18,952']
['98', 'Teenage Mutant Ninja Turtles Ongoing', '8', '$3.99', 'IDW', '18,775']
['99', 'Batman Odyssey Vol. 2', '6', '$3.99', 'DC', '18,330']
['100', 'Star Wars Dawn of the Jedi Force Storm', '2', '$3.50', 'Dark Horse', '18,118']
['101', 'Marvels Avengers Prelude Furys Big Week', '2', '$2.99', 'Marvel', '17,975']
['102', 'Manhattan Projects', '1', '$3.50', 'Image', '17,955']
['103', 'Deathstroke', '7*', '$2.99', 'DC', '17,770']
['104', 'Angel & Faith', '8', '$2.99', 'Dark Horse', '17,690']
['105', 'Savage Hawkman', '7*', '$2.99', 'DC', '17,490']
['106', 'Generation Hope', '17', '$2.99', 'Marvel', '17,412']
['107', 'Fables', '115', '$2.99', 'DC', '17,384']
['108', 'Conan The Barbarian', '2', '$3.50', 'Dark Horse', '17,288']
['109', 'Frankenstein Agent of Shade', '7*', '$2.99', 'DC', '17,002']
['110', 'I Vampire', '7*', '$2.99', 'DC', '16,596']
['111', 'Boys', '64', '$3.99', 'Dynamic Forces', '16,479']
['112', 'Legion Lost', '7*', '$2.99', 'DC', '16,393']
['113', 'Daken Dark Wolverine', '22', '$2.99', 'Marvel', '16,240']
['114', 'Daken Dark Wolverine', '23', '$2.99', 'Marvel', '16,202']
['115', 'DC Universe Presents', '7*', '$2.99', 'DC', '16,047']
['116', 'Fury of Firestorm The Nuclear Men', '7*', '$2.99', 'DC', '16,007']
['117', 'Shade', '6', '$2.99', 'DC', '16,005']
['118', 'Saucer Country', '1', '$2.99', 'DC', '15,684']
['119', 'Battle Scars', '5', '$2.99', 'Marvel', '15,481']
['120', 'Resurrection Man', '7*', '$2.99', 'DC', '15,458']
['121', 'Grifter', '7*', '$2.99', 'DC', '14,903']
['122', 'Rocketeer Adventures 2', '1', '$3.99', 'IDW', '14,658']
['123', 'Legion Secret Origin', '6', '$2.99', 'DC', '14,639']
['124', 'American Vampire', '25', '$2.99', 'DC', '14,598']
['125', 'New Deadwardians', '1', '$2.99', 'DC', '14,530']
['126', 'Thief of Thieves', '2*', '$2.99', 'Image', '14,286']
['127', 'Blue Beetle', '7*', '$2.99', 'DC', '14,202']
['128', 'Star Trek Legion of Superheroes', '6', '$3.99', 'IDW', '14,075']
['129', 'Dark Tower Gunslinger Way Station', '4', '$3.99', 'Marvel', '13,987']
['130', 'Ghost Rider', '9', '$2.99', 'Marvel', '13,716']
['131', 'Star Wars Crimson Empire III Empire Lost', '5', '$3.50', 'Dark Horse', '13,593']
['132', 'Voodoo', '7*', '$2.99', 'DC', '13,587']
['133', 'Stephen King Joe Hill Road Rage', '2', '$3.99', 'IDW', '13,336']
['134', 'Night Force', '1', '$2.99', 'DC', '13,174']
['135', 'Star Wars Knights of The Old Republic War', '3', '$3.50', 'Dark Horse', '13,045']
['136', 'Spaceman', '5', '$2.99', 'DC', '12,884']
['137', 'Infestation 2 Teenage Mutant Ninja Turtles', '1', '$3.99', 'IDW', '12,854']
['138', 'Twelve', '11', '$2.99', 'Marvel', '12,819']
['139', 'Dominique Laveau Voodoo Child', '1', '$2.99', 'DC', '12,800']
['140', 'Powers', '9', '$3.95', 'Marvel', '12,792']
['141', 'Hawk And Dove', '7*', '$2.99', 'DC', '12,731']
['142', 'Spawn', '217', '$2.99', 'Image', '12,686']
['143', 'BPRD Hell On Earth Pickens County Horror', '1', '$3.50', 'Dark Horse', '12,420']
['144', 'Captain Atom', '7*', '$2.99', 'DC', '12,364']
['145', 'Star Wars Agent of the Empire Iron Eclipse', '4', '$3.50', 'Dark Horse', '12,217']
['146', 'Crossed Badlands', '1', '$3.99', 'Avatar', '12,068']
['147', 'Transformers More Than Meets Eye Ongoing', '3', '$3.99', 'IDW', '12,064']
['148', 'DC Universe Online Legends', '25', '$2.99', 'DC', '12,040']
['149', 'X-Club', '4', '$2.99', 'Marvel', '11,979']
['150', 'Transformers Robots In Disguise Ongoing', '3', '$3.99', 'IDW', '11,939']
['151', 'Infestation 2 Tmnt', '2', '$3.99', 'IDW', '11,924']
['152', 'John Carter Gods of Mars', '1', '$2.99', 'Marvel', '11,896']
['153', 'DC Universe Online Legends', '26', '$2.99', 'DC', '11,893']
['154', 'Omac', '7*', '$2.99', 'DC', '11,807']
['155', 'Deadpool Max 2', '6', '$3.99', 'Marvel', '11,594']
['156', 'Star Trek Ongoing', '7', '$3.99', 'IDW', '11,382']
['157', 'Adventure Time', '2', '$3.99', 'Boom', '11,329']
['158', 'Villains For Hire', '4', '$2.99', 'Marvel', '11,267']
['159', 'Hell Yeah', '1', '$2.99', 'Image', '10,908']
['160', 'Crossed Badlands', '2', '$3.99', 'Avatar', '10,739']
['161', 'Stan Lees Mighty 7', '1', '$2.99', 'Archie', '10,686']
['162', 'Mister Terrific', '7*', '$2.99', 'DC', '10,620']
['163', 'BPRD Hell On Earth Long Death', '2', '$3.50', 'Dark Horse', '10,581']
['164', 'Static Shock', '7*', '$2.99', 'DC', '10,565']
['165', 'Haunt', '22', '$2.99', 'Image', '10,377']
['166', 'Warlord of Mars Dejah Thoris', '11', '$3.99', 'Dynamic Forces', '10,338']
['167', "Grimm's Fairy Tales Jungle Book", '1 A Cvr', '$2.99', 'Zenescope', '10,337']
['168', 'Warlord of Mars', '16', '$3.99', 'Dynamic Forces', '10,309']
['169', 'Peanuts', '3', '$3.99', 'Boom', '10,188']
['170', 'Ray', '4', '$2.99', 'DC', '10,141']
['171', 'King Conan Phoenix On The Sword', '3', '$3.50', 'Dark Horse', '9,993']
['172', 'Men of War', '7*', '$3.99', 'DC', '9,682']
['173', 'Unwritten', '35', '$4.99', 'DC', '9,675']
['174', 'Thor Deviants Saga', '5', '$3.99', 'Marvel', '9,643']
['175', 'Blackhawks', '7*', '$2.99', 'DC', '9,601']
['176', 'Lobster Johnson The Burning Hand', '3', '$3.50', 'Dark Horse', '9,576']
['177', 'Unwritten', '35.5', '$2.99', 'DC', '9,529']
['178', 'Garth Ennis Jennifer Blood', '10', '$3.99', 'Dynamic Forces', '9,421']
['179', 'Hellblazer', '289', '$2.99', 'DC', '9,363']
['180', 'G.I. Joe Vol. 2 Ongoing', '11', '$3.99', 'IDW', '9,322']
['181', 'Vampirella', '15', '$3.99', 'Dynamic Forces', '9,212']
['182', 'Morning Glories', '17', '$2.99', 'Image', '8,978']
['183', 'True Blood French Quarter', '6', '$3.99', 'IDW', '8,909']
['184', 'Witchblade', '154', '$2.99', 'Image', '8,820']
['185', 'Infestation 2 G.I. Joe', '1', '$3.99', 'IDW', '8,763']
['186', 'G.I. Joe A Real American Hero', '176', '$3.99', 'IDW', '8,622']
['187', 'Adventure Time', '1', '$3.99', 'Boom', '8,523']
['188', 'Thunder Agents Vol. 2', '5', '$3.99', 'DC', '8,505']
['189', 'Rachel Rising', '6', '$3.99', 'Abstract', '8,399']
['190', 'Tiny Titans', '50', '$2.99', 'DC', '8,363']
['191', 'Locke & Key Clockworks', '5', '$3.99', 'IDW', '8,333']
['192', 'Ghostbusters Ongoing', '7', '$3.99', 'IDW', '8,248']
['193', 'Izombie', '23', '$2.99', 'DC', '8,219']
['194', 'Infestation 2 G.I. Joe', '2', '$3.99', 'IDW', '8,136']
['195', 'Snake Eyes Ongoing', '11', '$3.99', 'IDW', '8,120']
['196', 'Strange Talent of Luther Strode', '6', '$2.99', 'Image', '8,048']
['197', 'Goon', '38', '$3.50', 'Dark Horse', '8,034']
['198', 'Ragemoor', '1', '$3.50', 'Dark Horse', '7,971']
['199', 'Cobra Ongoing', '11', '$3.99', 'IDW', '7,966']
['200', 'Irredeemable', '35', '$3.99', 'Boom', '7,936']
['201', 'Lady Death', '15', '$3.99', 'Avatar', '7,700']
['202', 'Sweet Tooth', '31', '$2.99', 'DC', '7,541']
['203', 'Godzilla Legends', '5', '$3.99', 'IDW', '7,497']
['204', 'Mouse Guard Black Axe', '4', '$3.50', 'Archaia', '7,483']
['205', 'Hellraiser', '12', '$3.99', 'Boom', '7,329']
['206', "Grimm's Fairy Tales Alice In Wonderland", '3', '$2.99', 'Zenescope', '7,283']
['207', 'Young Justice', '14', '$2.99', 'DC', '7,241']
['208', 'Darkness', '101', '$2.99', 'Image', '7,214']
['209', 'Warriors of Mars', '2', '$3.99', 'Dynamic Forces', '7,208']
['210', 'Green Hornet', '23', '$3.99', 'Dynamic Forces', '7,087']
['211', 'Artifacts', '15', '$3.99', 'Image', '7,086']
['212', 'Stitched', '3', '$3.99', 'Avatar', '7,069']
['213', 'Army of Darkness Ongoing', '2', '$3.99', 'Dynamic Forces', '7,037']
['214', 'Grimm Fairy Tales', '68', '$2.99', 'Zenescope', '7,029']
['215', 'Doctor Who Ongoing Vol. 2', '15', '$3.99', 'IDW', '6,975']
['216', 'Flash Gordon Zeitgeist', '4', '$3.99', 'Dynamic Forces', '6,934']
['217', 'Voltron', '4', '$3.99', 'Dynamic Forces', '6,917']
['218', 'Dark Horse Presents', '10', '$7.99', 'Dark Horse', '6,881']
['219', 'Sonic Universe', '38', '$2.99', 'Archie', '6,877']
['220', 'Strain', '4', '$3.50', 'Dark Horse', '6,767']
['221', 'Vampirella Vs Dracula', '2', '$3.99', 'Dynamic Forces', '6,747']
['222', 'Simpsons Comics', '188', '$2.99', 'Bongo', '6,741']
['223', 'Grimm Fairy Tales', '70', '$2.99', 'Zenescope', '6,724']
['224', 'Grimm Fairy Tales', '69', '$2.99', 'Zenescope', '6,695']
['225', 'Tarot Witch of The Black Rose', '73', '$2.95', 'Broadsword', '6,672']
['226', 'Northlanders', '49', '$2.99', 'DC', '6,661']
['227', 'Toy Story', '1', '$2.99', 'Marvel', '6,564']
['228', 'Rebel Blood', '1', '$3.50', 'Image', '6,533']
['229', 'My Greatest Adventure', '6', '$3.99', 'DC', '6,497']
['230', 'The Lone Ranger', '3', '$3.99', 'Dynamic Forces', '6,476']
['231', 'Hack Slash', '14', '$3.50', 'Image', '6,381']
['232', 'Prophet', '23', '$2.99', 'Image', '6,289']
['233', 'Fathom Vol. 4', '5', '$3.50', 'Aspen', '6,221']
['234', 'Beyond The Fringe', '1', '$3.99', 'DC', '6,182']
['235', 'Mega Man', '11', '$2.99', 'Archie', '6,182']
['236', 'Ferals', '3', '$3.99', 'Avatar', '6,159']
['237', 'Infinite Vacation', '4', '$3.50', 'Image', '6,075']
['238', 'Futurama Comics', '60', '$2.99', 'Bongo', '6,053']
['239', 'Dark Shadows', '4', '$3.99', 'Dynamic Forces', '6,050']
['240', 'Fathom Kiani Vol. 2', '0', '$2.50', 'Aspen', '6,050']
['241', 'Next Men Aftermath', '41', '$3.99', 'IDW', '6,016']
['242', 'Scalped', '57', '$2.99', 'DC', '6,007']
['243', 'Kirby Genesis Captain Victory', '4', '$3.99', 'Dynamic Forces', '5,998']
['244', 'Ninjettes', '2', '$3.99', 'Dynamic Forces', '5,956']
['245', 'Bloodstrike', '26', '$2.99', 'Image', '5,937']
['246', 'Dorothy of Oz Prequel', '1', '$3.99', 'IDW', '5,880']
['247', 'Supernatural', '6', '$2.99', 'DC', '5,827']
['248', 'Hoax Hunters', '0', '$2.99', 'Image', '5,779']
['249', 'Anita Blake Circus Damned Scoundrel', '5', '$3.99', 'Marvel', '5,725']
['250', "Grimm's Fairy Tales Myths & Legends", '14', '$2.99', 'Zenescope', '5,615']
['251', 'Exile On The Planet of The Apes', '1', '$3.99', 'Boom', '5,474']
['252', 'Secret History of Db Cooper', '1', '$3.99', 'Oni', '5,425']
['253', 'G.I. Joe 2 Retaliation Movie Prequel', '3', '$3.99', 'IDW', '5,391']
['254', 'Smoke And Mirrors', '1', '$3.99', 'IDW', '5,313']
['255', 'Planet of The Apes', '12', '$3.99', 'Boom', '5,237']
['256', 'Bart Simpson Comics', '69', '$2.99', 'Bongo', '5,214']
['257', 'Magdalena', '11', '$3.99', 'Image', '5,176']
['258', 'Justice League', '1', '$3.99', 'DC', '5,034']
['259', 'Glory', '24', '$2.99', 'Image', '5,004']
['260', 'Choker', '6', '$3.99', 'Image', '4,974']
['261', 'Grimms Fairy Tales Presents Neverland Hook', '4', '$2.99', 'Zenescope', '4,946']
['262', 'Steed And Mrs Peel', '3', '$3.99', 'Boom', '4,921']
['263', 'Atomic Robo Real Science Adv', '1', '$2.75', 'Red 5', '4,899']
['264', 'Kirby Genesis Silver Star', '4', '$3.99', 'Dynamic Forces', '4,891']
['265', 'Uncharted', '5', '$2.99', 'DC', '4,880']
['266', 'Super Dinosaur', '9', '$2.99', 'Image', '4,863']
['267', 'Orchid', '5', '$3.50', 'Dark Horse', '4,820']
['268', 'Spider-Man', '24', '$2.99', 'Marvel', '4,743']
['269', 'Justice League', '7 Combo Pack', '$4.99', 'DC', '4,739']
['270', 'Scooby Doo Where Are You', '19', '$2.99', 'DC', '4,677']
['271', 'Batman', '4', '$2.99', 'DC', '4,651']
['272', 'No Place Like Home', '2', '$2.99', 'Image', '4,637']
['273', 'Supurbia', '1', '$3.99', 'Boom', '4,626']
['274', 'Archie', '631', '$2.99', 'Archie', '4,614']
['275', 'Robert E Howards Savage Sword', '4', '$7.99', 'Dark Horse', '4,431']
['276', 'Peter Panzerfaust', '2', '$3.50', 'Image', '4,416']
['277', '30 Days of Night Ongoing', '5', '$3.99', 'IDW', '4,319']
['278', 'Deadpool', '50', '$3.99', 'Marvel', '4,303']
['279', 'Diablo', '3', '$2.99', 'DC', '4,253']
['280', 'Carbon Grey Origins', '2', '$3.99', 'Image', '4,199']
['281', 'Salems Daughter Haunting', '5', '$2.99', 'Zenescope', '4,074']
['282', 'Batman', '1', '$2.99', 'DC', '4,044']
['283', 'Elric The Balance Lost', '9', '$3.99', 'Boom', '4,036']
['284', 'PC Cast House of Night', '5', '$2.99', 'Dark Horse', '3,874']
['285', 'Valen Outcast', '4', '$3.99', 'Boom', '3,860']
['286', 'Alpha Girl', '2', '$2.99', 'Image', '3,830']
['287', 'Nancy In Hell On Earth', '2', '$3.99', 'Image', '3,764']
['288', 'Zorro Rides Again', '9', '$3.99', 'Dynamic Forces', '3,743']
['289', 'Batman', '7 Combo Pack', '$3.99', 'DC', '3,689']
['290', 'Dicks Color Ed', '2', '$4.99', 'Avatar', '3,559']
['291', 'Charmed', '19', '$3.50', 'Zenescope', '3,512']
['292', 'Batman The Dark Knight', '6', '$2.99', 'DC', '3,485']
['293', 'Memorial', '4', '$3.99', 'IDW', '3,484']
['294', 'Batman', '6', '$2.99', 'DC', '3,478']
['295', 'Robert Jordan Wheel of Time Eye of the World', '22', '$3.99', 'Dynamic Forces', '3,437']
['296', 'Star Wars Dawn of the Jedi Force Storm', '1', '$3.50', 'Dark Horse', '3,400']
['297', 'Batman', '5', '$2.99', 'DC', '3,369']
['298', 'Fear Itself', '7.2', '$3.99', 'Marvel', '3,329']
['299', 'Detective Comics', '1', '$2.99', 'DC', '3,324']
['300', 'Charismagic', '5', '$3.50', 'Aspen', '3,276']
['\n', '\n', '\n', '\n', '\n', '\n']
['\n', '\n', '\n', '\n', '\n', '\n']
['\n', '\n', '\n', '\n', '\n', '\n']
['\n', 'Top-selling trade paperbacks', '\n', '\n', '\n', '\n']
['\n', '\n', '\n', '\n', '\n', '\n']
['\n', 'Trade Paperback title', '\n', 'Price', 'Publisher', 'Est. sales']
['1', 'Walking Dead Vol. 1 Days Gone Bye', '', '$9.99', 'Image', '5,880']
['2', 'Hellboy Vol. 12 The Storm And The Fury', '', '$19.99', 'Dark Horse', '5,617']
['3', 'Boys Vol. 10 Butcher Baker Candlestickmaker', '', '$19.99', 'Dynamic Forces', '5,283']
['4', 'Flashpoint', '', '$14.99', 'DC', '4,976']
['5', 'X-Men Season One Prem HC', '', '$24.99', 'Marvel', '4,322']
['6', 'DMZ Vol. 11 Free States Rising', '', '$19.99', 'DC', '3,971']
['7', 'Star Wars Clone Wars Yr Vol. 7 Enemy Within', '', '$7.99', 'Dark Horse', '3,773']
['8', 'Flashpoint World of Flashpoint Batman', '', '$17.99', 'DC', '3,500']
['9', 'Northlanders Vol. 6 Thors Daughter', '', '$14.99', 'DC', '3,444']
['10', 'Walking Dead Vol. 2 Miles Behind Us', '', '$14.99', 'Image', '3,425']
['11', 'Naruto Vol. 55', '', '$9.99', 'Viz', '3,241']
['12', 'Venom By Rick Remender Vol. 1', '', '$16.99', 'Marvel', '3,161']
['13', 'Batman Birth of The Demon', '', '$29.99', 'DC', '2,872']
['14', 'Secret Invasion', '', '$29.99', 'Marvel', '2,808']
['15', 'Walking Dead Vol. 15 We Find Ourselves', '', '$14.99', 'Image', '2,802']
['16', 'Deadpool Vol. 8 Operation Annihilation', '', '$15.99', 'Marvel', '2,687']
['17', 'Sailor Moon Kodansha Ed Vol. 4', '', '$10.99', 'Random House', '2,666']
['18', 'Walking Dead Vol. 3 Safety Behind Bars', '', '$14.99', 'Image', '2,622']
['19', 'Flashpoint World of Flashpoint Superman', '', '$17.99', 'DC', '2,539']
['20', 'Avengers Childrens Crusade HC', '', '$34.99', 'Marvel', '2,506']
['21', 'Flashpoint World of Flashpoint Wonder Woman', '', '$17.99', 'DC', '2,480']
['22', 'Flashpoint World of Flashpoint Green Lantern', '', '$17.99', 'DC', '2,447']
['23', 'Flashpoint World of Flashpoint The Flash', '', '$17.99', 'DC', '2,404']
['24', 'Batman Year One Deluxe Edition HC', '', '$24.99', 'DC', '2,378']
['25', 'King City', '', '$19.99', 'Image', '2,337']
['26', 'Rachel Rising Vol. 1 Shadow of Death', '', '$16.99', 'Abstract', '2,212']
['27', 'Star Wars Old Republic Vol. 3 Lost Suns', '', '$18.99', 'Dark Horse', '2,178']
['28', 'Axe Cop Vol. 3', '', '$14.99', 'Dark Horse', '2,165']
['29', 'Crossed Vol. 3 Psychopath', '', '$19.99', 'Avatar', '2,164']
['30', 'Walking Dead Vol. 4 Hearts Desire', '', '$14.99', 'Image', '2,116']
['31', 'Annihilators Earthfall', '', '$14.99', 'Marvel', '2,055']
['32', 'Avengers Invaders HC', '', '$39.99', 'Marvel', '1,972']
['33', 'Gotham City Sirens Vol. 4 Division', '', '$14.99', 'DC', '1,957']
['34', 'Walking Dead Vol. 5 Best Defense', '', '$14.99', 'Image', '1,866']
['35', 'Ultimate Comics Avengers Vs New Ultimates Dosm', '', '$19.99', 'Marvel', '1,830']
['36', 'Spider-Man Prem HC Torment', '', '$19.99', 'Marvel', '1,723']
['37', 'Astonishing Thor', '', '$16.99', 'Marvel', '1,701']
['38', 'DC Universe By Alan Moore HC', '', '$39.99', 'DC', '1,691']
['39', 'Ultimate Comics X-Men By Nick Spencer Prem HC\nVol. 1', '', '$24.99', 'Marvel', '1,689']
['40', 'Uncanny X-Men By Kieron Gillen Prem HC Vol. 1', '', '$19.99', 'Marvel', '1,672']
['41', 'X-Men First To Last', '', '$15.99', 'Marvel', '1,659']
['42', 'Gone To Amerikay HC', '', '$24.99', 'DC', '1,658']
['43', 'Irredeemable Ant-Man', '', '$34.99', 'Marvel', '1,654']
['44', 'Marvel Firsts 1970S Vol. 2', '', '$29.99', 'Marvel', '1,651']
['45', 'Walking Dead Vol. 9 Here We Remain', '', '$14.99', 'Image', '1,589']
['46', 'Elektra Assassin Prem HC', '', '$24.99', 'Marvel', '1,578']
['47', 'Walking Dead Vol. 6 Sorrowful Life', '', '$14.99', 'Image', '1,566']
['48', 'Avengers Road To Marvel Avengers', '', '$24.99', 'Marvel', '1,561']
['49', 'Red Robin Seven Days of Death', '', '$19.99', 'DC', '1,557']
['50', 'Secret Avengers Run Mission Dont Get Seen Save\nWorld', '', '$24.99', 'Marvel', '1,548']
['51', 'Walking Dead Vol. 14 No Way Out', '', '$14.99', 'Image', '1,535']
['52', 'One Piece Vol. 61', '', '$9.99', 'Viz', '1,474']
['53', 'Star Trek Ongoing Vol. 1', '', '$17.99', 'IDW', '1,465']
['54', 'Walking Dead Vol. 10 What We Become', '', '$14.99', 'Image', '1,452']
['55', 'BPRD Plague of Frogs HC Vol. 3', '', '$34.99', 'Dark Horse', '1,441']
['56', 'Wolverine And Nick Fury Scorpio', '', '$19.99', 'Marvel', '1,441']
['57', 'Green Lantern Chronicles Vol. 4', '', '$14.99', 'DC', '1,415']
['58', 'Justice League Rise And Fall', '', '$17.99', 'DC', '1,411']
['59', 'Stuff of Legend Vol. 3', '', '$15.95', 'Thirdworld', '1,395']
['60', 'Wonder Woman Odyssey HC Vol. 2', '', '$22.99', 'DC', '1,390']
['61', 'Marvel Zombies Return HC', '', '$24.99', 'Marvel', '1,386']
['62', 'Walking Dead Vol. 11 Fear The Hunters', '', '$14.99', 'Image', '1,385']
['63', 'Classic G.I. Joe Vol. 14', '', '$24.99', 'IDW', '1,372']
['64', 'Ghostbusters Ongoing Vol. 1', '', '$17.99', 'IDW', '1,361']
['65', 'Walking Dead Vol. 7 The Calm Before', '', '$14.99', 'Image', '1,359']
['66', 'Queen Crab HC', '', '$12.99', 'Image', '1,353']
['67', 'Avatar Last Airbender Vol. 1 Promise Part 1', '', '$10.99', 'Dark Horse', '1,350']
