['', 'Comic-book Title', 'Issue', 'Price', 'Publisher', 'Est. preorders']
['1', 'Uncanny X-Men', '366', '$1.99', 'Marvel', '139,010']
['2', 'X-Men', '86', '$1.99', 'Marvel', '136,483']
['3', 'X-Men Magneto War ', '', '$2.99', 'Marvel', '107,684']
['4', 'Spawn', '82', '$1.95', 'Image', '101,529']
['5', 'Earth X', '0', '$3.99', 'Marvel', '96,719']
['6', 'Avengers', '14', '$1.99', 'Marvel', '93,836']
['7', 'Wolverine', '136', '$1.99', 'Marvel', '92,169']
['8', 'Fathom', '5', '$2.50', 'Image', '90,060']
['9', 'JLA', '27', '$1.99', 'DC', '89,882']
['10', 'Gambit', '2', '$2.99', 'Marvel', '86,130']
['11', 'Amazing Spider-Man', '3', '$1.99', 'Marvel', '83,891']
['12', 'Daredevil', '5', '$2.50', 'Marvel', '83,670']
['13', 'Wildcats Vol. 2', '1', '$2.50', 'DC', '82,454']
['14', 'Peter Parker Spider-Man', '3', '$1.99', 'Marvel', '78,485']
['15', 'Fantastic Four', '15', '$1.99', 'Marvel', '76,986']
['16', 'Captain America', '15', '$1.99', 'Marvel', '71,398']
['17', 'Avengers Forever', '4', '$2.99', 'Marvel', '71,009']
['18', 'Iron Man', '14', '$1.99', 'Marvel', '68,679']
['19', 'Thor', '9', '$1.99', 'Marvel', '67,867']
['20', 'Mutant X', '6', '$1.99', 'Marvel', '67,636']
['21', 'Spider-Man Chapter 1', '5', '$2.50', 'Marvel', '64,917']
['22', 'Witchblade', '29', '$2.50', 'Image', '62,221']
['23', 'Titans', '1', '$2.50', 'DC', '60,708']
['24', 'Darkness', '21', '$2.50', 'Image', '59,045']
['25', 'Crimson', '8', '$2.50', 'DC', '58,382']
['26', 'Aria', '2', '$2.50', 'Image', '56,066']
['27', 'Batman No Mans Land Collectors Ed.', '', '$3.95', 'DC', '54,337']
['28', 'Generation X', '49', '$1.99', 'Marvel', '52,895']
['29', 'X-Force', '88', '$1.99', 'Marvel', '52,285']
['30', 'X-Men Unlimited', '22', '$2.99', 'Marvel', '51,473']
['31', 'Green Lantern', '110', '$1.99', 'DC', '51,454']
['32', 'Inhumans', '5', '$2.99', 'Marvel', '50,820']
['33', 'Buffy The Vampire Slayer Origin', '1', '$2.95', 'Dark Horse', '49,974']
['34', 'Curse of the Spawn', '29', '$1.95', 'Image', '49,854']
['35', 'Spider-Girl', '6', '$1.99', 'Marvel', '49,796']
['36', 'X-Man', '49', '$1.99', 'Marvel', '48,436']
['37', 'Buffy The Vampire Slayer', '5', '$2.95', 'Dark Horse', '48,288']
['38', 'Batman', '563', '$1.99', 'DC', '48,047']
['39', 'Divine Right', '9', '$2.50', 'DC', '47,999']
['40', 'Thor 1999 ', '', '$3.50', 'Marvel', '47,860']
['41', 'Webspinners Tales Of Spider-Man', '3', '$2.50', 'Marvel', '47,677']
['42', 'Cable', '65', '$1.99', 'Marvel', '46,702']
['43', 'Astro City Vol. 2', '16 (Res)', '$2.50', 'DC', '46,664']
['44', 'Detective Comics', '730', '$1.99', 'DC', '45,813']
['45', 'Black Panther', '5', '$2.50', 'Marvel', '44,473']
['46', 'Nightwing', '29', '$1.99', 'DC', '43,742']
['47', 'Thunderbolts', '24', '$1.99', 'Marvel', '43,492']
['48', 'Incredible Hulk', '474', '$2.99', 'Marvel', '42,695']
['49', 'Adventures Of Superman', '565', '$1.99', 'DC', '42,498']
['50', 'Star Wars Boba Fett Enemy of the\nEmpire', '1', '$2.95', 'Dark Horse', '42,431']
['51', 'Batman Shadow of the Bat', '83', '$1.99', 'DC', '42,109']
['52', 'Action Comics', '752', '$1.99', 'DC', '41,801']
['53', 'Captain America Sentinel Of Liberty', '7', '$1.99', 'Marvel', '41,498']
['54', 'Superman Man Of Steel', '87', '$1.99', 'DC', '41,138']
['55', 'Preacher', '47', '$2.50', 'DC', '40,297']
['56', 'Green Lantern The New Corps', '1', '$4.95', 'DC', '39,769']
['57', 'Young Justice', '6', '$2.50', 'DC', '39,745']
['58', 'Star Wars', '2', '$2.50', 'Dark Horse', '39,692']
['59', 'Flash', '146', '$1.99', 'DC', '39,432']
['60', 'Gen 13', '37', '$2.50', 'DC', '38,726']
['61', 'Superman & Batman\nGenerations', '3', '$4.95', 'DC', '38,380']
['62', 'Deadpool', '26', '$1.99', 'Marvel', '38,303']
['63', 'Doctor Strange', '2', '$2.99', 'Marvel', '38,068']
['64', 'Ascension', '13', '$2.50', 'Image', '37,482']
['65', 'League Of Extraordinary Gentlemen', '1', '$2.95', 'DC', '36,665']
['66', 'A Next', '6', '$1.99', 'Marvel', '36,429']
['67', 'Darkminds', '7', '$2.50', 'Image', '35,771']
['68', 'Star Wars Crimson Empire II', '3', '$2.95', 'Dark Horse', '35,622']
['69', 'Spirit of the Tao', '7', '$2.50', 'Image', '34,066']
['70', 'Robin', '62', '$1.99', 'DC', '33,830']
['71', 'Supermen Of America Collectors Ed', '1', '$4.95', 'DC', '32,533']
['72', 'Alpha Flight', '20', '$1.99', 'Marvel', '32,432']
['73', 'J2', '6', '$1.99', 'Marvel', '32,413']
['74', 'Catwoman', '66', '$1.99', 'DC', '32,302']
['75', 'Slingers', '4', '$1.99', 'Marvel', '32,096']
['76', 'Supergirl', '30', '$1.99', 'DC', '30,938']
['77', 'Star Wars Mara Jade By The Emperors\nHand', '6', '$2.95', 'Dark Horse', '30,279']
['78', 'Lady Pendragon', '3', '$2.50', 'Image', '30,049']
['79', 'Martian Manhunter', '4', '$1.99', 'DC', '29,703']
['80', 'Legends of the DC Universe', '14', '$3.95', 'DC', '29,698']
['81', 'Supermans Nemesis Lex Luthor', '1', '$2.50', 'DC', '29,117']
['82', 'Wonder Woman', '142', '$1.99', 'DC', '28,487']
['83', 'Sandman Presents Lucifer', '1', '$2.95', 'DC', '28,295']
['84', 'Starman', '51', '$2.50', 'DC', '28,122']
['85', 'Batman Beyond', '1 (Res)', '$1.99', 'DC', '27,920']
['86', 'Gen 13 Annual 99 ', '', '$3.50', 'DC', '27,464']
['87', 'Birds Of Prey', '3', '$1.99', 'DC', '27,305']
['88', 'Star Wars Jedi Academy Leviathan', '4', '$2.95', 'Dark Horse', '26,902']
['89', 'Tsunami Girl', '1', '$2.95', 'Image', '26,863']
['90', 'Coven Vol. 2', '2', '$2.50', 'Awesome', '26,796']
['91', 'Undertaker Preview', '', '$2.50', 'Chaos', '26,642']
['92', 'Titans Secret Files', '1', '$4.95', 'DC', '26,513']
['93', 'Lady Death', '13', '$2.95', 'Chaos', '26,431']
['94', 'Superboy', '60', '$1.99', 'DC', '26,282']
['95', 'Aquaman', '53', '$1.99', 'DC', '26,229']
['96', 'Azrael Agent of the Bat', '50', '$2.25', 'DC', '26,191']
['97', 'Doctor Midnite', '1', '$5.95', 'DC', '25,331']
['98', 'Trenchcoat Brigade', '1', '$2.50', 'DC', '23,149']
